img,tag,title,description,authors,content
https://picsum.photos/800/450?random=29,"Dream,暧昧集",卜算子·咏梅,卜算子·咏梅 — Selected Classic Poem,"[{""name"": ""Various"", ""avatar"": ""/static/images/avatar/10.jpg""}]","## Original
Excerpt from the classic poem '卜算子·咏梅'.

## 中文译文
卜算子·咏梅 的节选或译文。

## 赏析
这首诗展现了诗人独特的情感与思想。"
https://picsum.photos/800/450?random=30,"Love,暧昧集",If—,If— — Selected Classic Poem,"[{""name"": ""Various"", ""avatar"": ""/static/images/avatar/1.jpg""}]","## Original
Excerpt from the classic poem 'If—'.

## 中文译文
If— 的节选或译文。

## 赏析
这首诗展现了诗人独特的情感与思想。"
https://picsum.photos/800/450?random=31,"Nature,暧昧集",赤壁赋,赤壁赋 — Selected Classic Poem,"[{""name"": ""Various"", ""avatar"": ""/static/images/avatar/2.jpg""}]","## Original
Excerpt from the classic poem '赤壁赋'.

## 中文译文
赤壁赋 的节选或译文。

## 赏析
这首诗展现了诗人独特的情感与思想。"
https://picsum.photos/800/450?random=32,"Philosophy,精选",Ode on a Grecian Urn,Ode on a Grecian Urn — Selected Classic Poem,"[{""name"": ""Various"", ""avatar"": ""/static/images/avatar/3.jpg""}]","## Original
Excerpt from the classic poem 'Ode on a Grecian Urn'.

## 中文译文
Ode on a Grecian Urn 的节选或译文。

## 赏析
这首诗展现了诗人独特的情感与思想。"
https://picsum.photos/800/450?random=33,Farewell,虞美人·春花秋月何时了,虞美人·春花秋月何时了 — Selected Classic Poem,"[{""name"": ""Various"", ""avatar"": ""/static/images/avatar/4.jpg""}]","## Original
Excerpt from the classic poem '虞美人·春花秋月何时了'.

## 中文译文
虞美人·春花秋月何时了 的节选或译文。

## 赏析
这首诗展现了诗人独特的情感与思想。"
https://picsum.photos/800/450?random=34,"Dream,精选",To His Coy Mistress,To His Coy Mistress — Selected Classic Poem,"[{""name"": ""Various"", ""avatar"": ""/static/images/avatar/5.jpg""}]","## Original
Excerpt from the classic poem 'To His Coy Mistress'.

## 中文译文
To His Coy Mistress 的节选或译文。

## 赏析
这首诗展现了诗人独特的情感与思想。"
https://picsum.photos/800/450?random=35,"Love,暧昧集",将进酒·君不见黄河之水天上来,将进酒·君不见黄河之水天上来 — Selected Classic Poem,"[{""name"": ""Various"", ""avatar"": ""/static/images/avatar/6.jpg""}]","## Original
Excerpt from the classic poem '将进酒·君不见黄河之水天上来'.

## 中文译文
将进酒·君不见黄河之水天上来 的节选或译文。

## 赏析
这首诗展现了诗人独特的情感与思想。"
https://picsum.photos/800/450?random=36,"Nature,暧昧集",Kubla Khan,Kubla Khan — Selected Classic Poem,"[{""name"": ""Various"", ""avatar"": ""/static/images/avatar/7.jpg""}]","## Original
Excerpt from the classic poem 'Kubla Khan'.

## 中文译文
Kubla Khan 的节选或译文。

## 赏析
这首诗展现了诗人独特的情感与思想。"
https://picsum.photos/800/450?random=37,"Philosophy,精选",念奴娇·赤壁怀古,念奴娇·赤壁怀古 — Selected Classic Poem,"[{""name"": ""Various"", ""avatar"": ""/static/images/avatar/8.jpg""}]","## Original
Excerpt from the classic poem '念奴娇·赤壁怀古'.

## 中文译文
念奴娇·赤壁怀古 的节选或译文。

## 赏析
这首诗展现了诗人独特的情感与思想。"
https://picsum.photos/800/450?random=38,"Farewell,暧昧集",Sonnet 18,Sonnet 18 — Selected Classic Poem,"[{""name"": ""Various"", ""avatar"": ""/static/images/avatar/9.jpg""}]","## Original
Excerpt from the classic poem 'Sonnet 18'.

## 中文译文
Sonnet 18 的节选或译文。

## 赏析
这首诗展现了诗人独特的情感与思想。"
https://picsum.photos/800/450?random=39,Dream,静女,静女 — Selected Classic Poem,"[{""name"": ""Various"", ""avatar"": ""/static/images/avatar/10.jpg""}]","## Original
Excerpt from the classic poem '静女'.

## 中文译文
静女 的节选或译文。

## 赏析
这首诗展现了诗人独特的情感与思想。"
https://picsum.photos/800/450?random=40,"Love,精选",Invictus,Invictus — Selected Classic Poem,"[{""name"": ""Various"", ""avatar"": ""/static/images/avatar/1.jpg""}]","## Original
Excerpt from the classic poem 'Invictus'.

## 中文译文
Invictus 的节选或译文。

## 赏析
这首诗展现了诗人独特的情感与思想。"
https://picsum.photos/800/450?random=41,Nature,登高,登高 — Selected Classic Poem,"[{""name"": ""Various"", ""avatar"": ""/static/images/avatar/2.jpg""}]","## Original
Excerpt from the classic poem '登高'.

## 中文译文
登高 的节选或译文。

## 赏析
这首诗展现了诗人独特的情感与思想。"
https://picsum.photos/800/450?random=42,"Philosophy,精选",My Last Duchess,My Last Duchess — Selected Classic Poem,"[{""name"": ""Various"", ""avatar"": ""/static/images/avatar/3.jpg""}]","## Original
Excerpt from the classic poem 'My Last Duchess'.

## 中文译文
My Last Duchess 的节选或译文。

## 赏析
这首诗展现了诗人独特的情感与思想。"
https://picsum.photos/800/450?random=43,"Farewell,精选",沁园春·雪,沁园春·雪 — Selected Classic Poem,"[{""name"": ""Various"", ""avatar"": ""/static/images/avatar/4.jpg""}]","## Original
Excerpt from the classic poem '沁园春·雪'.

## 中文译文
沁园春·雪 的节选或译文。

## 赏析
这首诗展现了诗人独特的情感与思想。"
https://picsum.photos/800/450?random=44,Dream,The Waste Land,The Waste Land — Selected Classic Poem,"[{""name"": ""Various"", ""avatar"": ""/static/images/avatar/5.jpg""}]","## Original
Excerpt from the classic poem 'The Waste Land'.

## 中文译文
The Waste Land 的节选或译文。

## 赏析
这首诗展现了诗人独特的情感与思想。"
https://picsum.photos/800/450?random=45,"Love,最新",梦游天姥吟留别,梦游天姥吟留别 — Selected Classic Poem,"[{""name"": ""Various"", ""avatar"": ""/static/images/avatar/6.jpg""}]","## Original
Excerpt from the classic poem '梦游天姥吟留别'.

## 中文译文
梦游天姥吟留别 的节选或译文。

## 赏析
这首诗展现了诗人独特的情感与思想。"
https://picsum.photos/800/450?random=46,"Nature,最新",The Second Coming,The Second Coming — Selected Classic Poem,"[{""name"": ""Various"", ""avatar"": ""/static/images/avatar/7.jpg""}]","## Original
Excerpt from the classic poem 'The Second Coming'.

## 中文译文
The Second Coming 的节选或译文。

## 赏析
这首诗展现了诗人独特的情感与思想。"
https://picsum.photos/800/450?random=47,Philosophy,题都城南庄,题都城南庄 — Selected Classic Poem,"[{""name"": ""Various"", ""avatar"": ""/static/images/avatar/8.jpg""}]","## Original
Excerpt from the classic poem '题都城南庄'.

## 中文译文
题都城南庄 的节选或译文。

## 赏析
这首诗展现了诗人独特的情感与思想。"
https://picsum.photos/800/450?random=48,"Farewell,最新",The Road Not Taken,The Road Not Taken — Selected Classic Poem,"[{""name"": ""Various"", ""avatar"": ""/static/images/avatar/9.jpg""}]","## Original
Excerpt from the classic poem 'The Road Not Taken'.

## 中文译文
The Road Not Taken 的节选或译文。

## 赏析
这首诗展现了诗人独特的情感与思想。"
https://picsum.photos/800/450?random=49,"Dream,最新",相思,相思 — Selected Classic Poem,"[{""name"": ""Various"", ""avatar"": ""/static/images/avatar/10.jpg""}]","## Original
Excerpt from the classic poem '相思'.

## 中文译文
相思 的节选或译文。

## 赏析
这首诗展现了诗人独特的情感与思想。"
https://picsum.photos/800/450?random=50,"Love,最新",Ode to the West Wind,Ode to the West Wind — Selected Classic Poem,"[{""name"": ""Various"", ""avatar"": ""/static/images/avatar/1.jpg""}]","## Original
Excerpt from the classic poem 'Ode to the West Wind'.

## 中文译文
Ode to the West Wind 的节选或译文。

## 赏析
这首诗展现了诗人独特的情感与思想。"
https://picsum.photos/800/450?random=51,"Nature,最新",赠花卿,赠花卿 — Selected Classic Poem,"[{""name"": ""Various"", ""avatar"": ""/static/images/avatar/2.jpg""}]","## Original
Excerpt from the classic poem '赠花卿'.

## 中文译文
赠花卿 的节选或译文。

## 赏析
这首诗展现了诗人独特的情感与思想。"
https://picsum.photos/800/450?random=52,"Philosophy,最新",夜雨寄北,夜雨寄北 — Selected Classic Poem,"[{""name"": ""Various"", ""avatar"": ""/static/images/avatar/3.jpg""}]","## Original
Excerpt from the classic poem '夜雨寄北'.

## 中文译文
夜雨寄北 的节选或译文。

## 赏析
这首诗展现了诗人独特的情感与思想。"
